Cost Center;Name;Company Code;Profit Center;Profit Center Name;Functional Area;PC Only;Segment
4020100024;PIPE INSPECT & MAINT;1711 (Delek Logistics Partners);40201002 (SHARED SERVICES);SHARED SERVICES;YB20 (OPEX IN COS);40201002;Logistics
4020100025;ENGINEERING;1711 (Delek Logistics Partners);40201002 (SHARED SERVICES);SHARED SERVICES;YB20 (OPEX IN COS);40201002;Logistics
4020100026;HYDROCARBON LOSS CON;1711 (Delek Logistics Partners);40201002 (SHARED SERVICES);SHARED SERVICES;"YB50 (G&A; D&A BELOW COS)";40201002;Logistics
4020100027;EH&S;1711 (Delek Logistics Partners);40201002 (SHARED SERVICES);SHARED SERVICES;YB20 (OPEX IN COS);40201002;Logistics
4020100028;DKL OPERATING;1711 (Delek Logistics Partners);40201002 (SHARED SERVICES);SHARED SERVICES;YB20 (OPEX IN COS);40201002;Logistics
4020100029;TRADING & SUPPLY;1711 (Delek Logistics Partners);40201002 (SHARED SERVICES);SHARED SERVICES;"YB50 (G&A; D&A BELOW COS)";40201002;Logistics
4020100030;MEMPHIS TERMINAL;1711 (Delek Logistics Partners);40201003 (DKL OPS MT EAST);DKL OPS MT EAST;YB20 (OPEX IN COS);40201003;Logistics
4020100031;NASHVILLE TERMINAL;1711 (Delek Logistics Partners);40201003 (DKL OPS MT EAST);DKL OPS MT EAST;YB20 (OPEX IN COS);40201003;Logistics
4020100032;NLR TERMINAL;1711 (Delek Logistics Partners);40201003 (DKL OPS MT EAST);DKL OPS MT EAST;YB20 (OPEX IN COS);40201003;Logistics
4020100033;EL DORADO TERMINAL;1711 (Delek Logistics Partners);40201003 (DKL OPS MT EAST);DKL OPS MT EAST;YB20 (OPEX IN COS);40201003;Logistics
4020100034;BIG SANDY TERMINAL;1711 (Delek Logistics Partners);40201004 (DKL BIG SAND MT CENT);DKL BIG SAND MT CENT;YB20 (OPEX IN COS);40201004;Logistics
4020100035;GREENVILLE TERMINAL;1711 (Delek Logistics Partners);40201004 (DKL BIG SAND MT CENT);DKL BIG SAND MT CENT;YB20 (OPEX IN COS);40201004;Logistics
4020100036;MT PLEASANT TERMINAL;1711 (Delek Logistics Partners);40201004 (DKL BIG SAND MT CENT);DKL BIG SAND MT CENT;YB20 (OPEX IN COS);40201004;Logistics
4020100037;CADDO MILLS TERMINAL;1711 (Delek Logistics Partners);40201007 (DKL M&S MT WEST);DKL M&S MT WEST;YB30 (OPEX BELOW COS);40201007;Logistics
4020100038;TYR RACK;1711 (Delek Logistics Partners);40201005 (DKL M&S MT CENTRAL);DKL M&S MT CENTRAL;YB20 (OPEX IN COS);40201005;Logistics
4020100039;TYR MARKETING;1711 (Delek Logistics Partners);40201005 (DKL M&S MT CENTRAL);DKL M&S MT CENTRAL;"YB40 (G&A; D&A IN COS)";40201005;Logistics
4020100040;ALEDO TERMINAL;1711 (Delek Logistics Partners);40201007 (DKL M&S MT WEST);DKL M&S MT WEST;YB30 (OPEX BELOW COS);40201007;Logistics
4020100041;ABILENE TERMINAL;1711 (Delek Logistics Partners);40201007 (DKL M&S MT WEST);DKL M&S MT WEST;YB30 (OPEX BELOW COS);40201007;Logistics
4020100042;ODESSA SHL TERMINAL;1711 (Delek Logistics Partners);40201007 (DKL M&S MT WEST);DKL M&S MT WEST;YB30 (OPEX BELOW COS);40201007;Logistics
4020100043;ODESSA DK TERMINAL;1711 (Delek Logistics Partners);40201007 (DKL M&S MT WEST);DKL M&S MT WEST;YB30 (OPEX BELOW COS);40201007;Logistics
4020100044;SAN ANGELO TERMINAL;1711 (Delek Logistics Partners);40201007 (DKL M&S MT WEST);DKL M&S MT WEST;YB30 (OPEX BELOW COS);40201007;Logistics
4020100045;FROST TERMINAL;1711 (Delek Logistics Partners);40201007 (DKL M&S MT WEST);DKL M&S MT WEST;YB30 (OPEX BELOW COS);40201007;Logistics
4020100046;SINGLETON TERMINAL;1711 (Delek Logistics Partners);40201007 (DKL M&S MT WEST);DKL M&S MT WEST;YB30 (OPEX BELOW COS);40201007;Logistics
4020100047;DYESS TERMINAL;1711 (Delek Logistics Partners);40201004 (DKL BIG SAND MT CENT);DKL BIG SAND MT CENT;YB20 (OPEX IN COS);40201004;Logistics
4020100048;BSR UNLOAD FACILITY;1711 (Delek Logistics Partners);40201008 (DKL BSR MT WEST);DKL BSR MT WEST;YB20 (OPEX IN COS);40201008;Logistics
4020100049;BSR TERMINAL;1711 (Delek Logistics Partners);40201008 (DKL BSR MT WEST);DKL BSR MT WEST;YB20 (OPEX IN COS);40201008;Logistics
4020100050;BSR MARKETING;1711 (Delek Logistics Partners);40201008 (DKL BSR MT WEST);DKL BSR MT WEST;"YB40 (G&A; D&A IN COS)";40201008;Logistics
4020100051;DUNCAN TERMINAL;1711 (Delek Logistics Partners);40201008 (DKL BSR MT WEST);DKL BSR MT WEST;YB20 (OPEX IN COS);40201008;Logistics
4020100052;WHOLESALE MARKETING;1711 (Delek Logistics Partners);40201010 (DKS M&S MT SUPPORT);DKS M&S MT SUPPORT;"YB50 (G&A; D&A BELOW COS)";40201010;Logistics
4020100053;MARKETING & TERMINAL;1711 (Delek Logistics Partners);40201010 (DKS M&S MT SUPPORT);DKS M&S MT SUPPORT;YB30 (OPEX BELOW COS);40201010;Logistics
4020100054;BIG SPRING TERMINAL;1711 (Delek Logistics Partners);40201007 (DKL M&S MT WEST);DKL M&S MT WEST;YB30 (OPEX BELOW COS);40201007;Logistics
4020100055;EL DORADO RAIL RACKS;1711 (Delek Logistics Partners);40201012 (DKL OPS MT EAST TRAN);DKL OPS MT EAST TRAN;YB20 (OPEX IN COS);40201012;Logistics
4020100056;SUM OF THE PARTS;1711 (Delek Logistics Partners);40201002 (SHARED SERVICES);SHARED SERVICES;"YB50 (G&A; D&A BELOW COS)";40201002;Logistics
4020100057;DPG-OPS MECHANICAL;1711 (Delek Logistics Partners);40201002 (SHARED SERVICES);SHARED SERVICES;YB30 (OPEX BELOW COS);40201002;Logistics
4020100058;DPG-OPS TECHNICAL;1711 (Delek Logistics Partners);40201002 (SHARED SERVICES);SHARED SERVICES;YB30 (OPEX BELOW COS);40201002;Logistics
4020100059;DDG-EHS;1711 (Delek Logistics Partners);40201002 (SHARED SERVICES);SHARED SERVICES;YB20 (OPEX IN COS);40201002;Logistics
4020100060;DDG-HYDROCARBON LOSS;1711 (Delek Logistics Partners);40201002 (SHARED SERVICES);SHARED SERVICES;"YB50 (G&A; D&A BELOW COS)";40201002;Logistics
4020100061;DDG-ENGINEERING;1711 (Delek Logistics Partners);40201002 (SHARED SERVICES);SHARED SERVICES;"YB50 (G&A; D&A BELOW COS)";40201002;Logistics
4020100062;PROJECT DEVELOP COST;1711 (Delek Logistics Partners);40201002 (SHARED SERVICES);SHARED SERVICES;YB20 (OPEX IN COS);40201002;Logistics
4020100063;DKL OPEX Corp;1711 (Delek Logistics Partners);40201002 (SHARED SERVICES);SHARED SERVICES;YB20 (OPEX IN COS);40201002;Logistics
4020100064;DKL - IT OPEX;1711 (Delek Logistics Partners);40201002 (SHARED SERVICES);SHARED SERVICES;YB20 (OPEX IN COS);40201002;Logistics
4030100001;RED RIVER JV;1711 (Delek Logistics Partners);40301001 (RED RIVER PIPELINE);RED RIVER PIPELINE;YB20 (OPEX IN COS);40301001;Logistics
4030100002;CADDO JV;1711 (Delek Logistics Partners);40301002 (CADDO PIPELINE);CADDO PIPELINE;YB20 (OPEX IN COS);40301002;Logistics
4030100003;RIO JV;1711 (Delek Logistics Partners);40301003 (ANDEAVOR RIO PL);ANDEAVOR RIO PL;YB20 (OPEX IN COS);40301003;Logistics
4040100001;DKL PARTNER;1711 (Delek Logistics Partners);40401001 (Delek Logistics Part);Delek Logistics Part;"YB50 (G&A; D&A BELOW COS)";40401001;Logistics
4040100002;DKL FINANCE CORP;1711 (Delek Logistics Partners);40401002 (Delek Logistics Fina);Delek Logistics Fina;YB20 (OPEX IN COS);40401002;Logistics
5000000001;NLR Energy Logistics;1780 (NLR Energy Logistics LLC);50000001 (NLR Energy Logistics);NLR Energy Logistics;"YB40 (G&A; D&A IN COS)";50000001;NLR
6000000001;DK-PAC;1790 (DK-PAC);60000001 (DK - PAC);DK - PAC;"YB40 (G&A; D&A IN COS)";60000001;DKPAC
