Cost Center;Name;Company Code;Profit Center;Profit Center Name;Functional Area;PC Only;Segment
1002000001;COMMERCIAL ADMIN;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000002;ECONOMICS & PLANNING;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000003;PROD. SUPPLY & DIST.;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000004;TRADING & SUPPLY;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000005;HR FACILITIES -G&A;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000006;BOARD OF DIRECTORS;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000007;EXECUTIVE;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000008;GENERAL ADMIN;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000009;INTERNAL AUDIT;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000010;INVESTOR RELATIONS;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000011;ACCOUNTING;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000012;ACQUIS. & INTEGRA.;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000013;CREDIT;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000014;FP&A;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000015;Cybersecurity;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000016;NETWORK ENGINEERING;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000017;HR RECRUIT&RELO -G&A;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000018;IT;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000019;HR LEARNING&DEV-G&A;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000020;MIDDLE OFFICE;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000021;SUPPLY CHAIN;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;YB20 (OPEX IN COS);10020001;Corporate
1002000022;TREASURY;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000023;HR CORPORATE - G&A;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000024;LEGAL;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000025;PUBLIC AFFAIRS;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000026;RISK MANAGEMENT;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000027;STRATEGIC PLANNING;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000028;BUS. TRANSFORMATION;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000029;CAPITAL PROJECTS;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;YB20 (OPEX IN COS);10020001;Corporate
1002000030;ENVIRONMENTAL  H&S;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;YB20 (OPEX IN COS);10020001;Corporate
1002000031;REFINING SPLIT;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;YB20 (OPEX IN COS);10020001;Corporate
1002000032;DK PERMIAN GATHERING;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;YB20 (OPEX IN COS);10020001;Corporate
1002000033;HYD. LOSS CONTROL;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000034;RAIL;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000035;TRUCKING;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000036;BRANDED WHOLESALE;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000037;RETAIL ADMIN;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000038;DKL PAYROLL;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000039;Brentwood Office Mov;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000040;GENERAL ADMIN (OPEX);1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;YB30 (OPEX BELOW COS);10020001;Corporate
1002000041;CONSORTIUM COST - DK;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB40 (G&A; D&A IN COS)";10020001;Corporate
1002000042;SUM OF THE PARTS;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000043;Data & Analytics;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000044;Office of the CTO;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000045;REF GEN OPERATING;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;YB20 (OPEX IN COS);10020001;Corporate
1002000046;DK New Energies;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;YB20 (OPEX IN COS);10020001;Corporate
1002000047;EXECUTIVE - OPEX;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;YB20 (OPEX IN COS);10020001;Corporate
1002000048;HR LEARNING&DEV-OPEX;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;YB20 (OPEX IN COS);10020001;Corporate
1002000049;IT - OPEX;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;YB20 (OPEX IN COS);10020001;Corporate
1002000050;UNBRANDED WHOLESALE;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000051;HR - COMM&ENG -G&A;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB40 (G&A; D&A IN COS)";10020001;Corporate
1002000052;PROJECT GATEWAY G&A;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000053;RETAIL TSA;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Corporate
1002000054;ECON & PLANNING OPEX;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;YB20 (OPEX IN COS);10020001;Corporate
1002000055;HR CORPORATE - OPEX;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;YB20 (OPEX IN COS);10020001;Corporate
1002000056;HR RECRUIT&RELO-OPEX;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;YB20 (OPEX IN COS);10020001;Corporate
1002000057;HR FACILITIES -OPEX;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;YB20 (OPEX IN COS);10020001;Corporate
1002000058;HR - COMM&ENG -OPEX;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;YB20 (OPEX IN COS);10020001;Corporate
1002000059;PROJECT GATEWAY OPEX;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;YB20 (OPEX IN COS);10020001;Corporate
1002000060;TYR SUPPLY CHAIN OP;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;YB20 (OPEX IN COS);10020001;Corporate
1002000061;EDR SUPPLY CHAIN OP;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;YB20 (OPEX IN COS);10020001;Corporate
1002000062;KSR SUPPLY CHAIN OP;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;YB20 (OPEX IN COS);10020001;Corporate
1002000063;BSR SUPPLY CHAIN OP;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;YB20 (OPEX IN COS);10020001;Corporate
1002000064;Refine IT-OPEX Split;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;YB20 (OPEX IN COS);10020001;Refining
1002000065;Refine IT-G&A Split;1710 (Delek US Holdings, Inc.);10020001 (DELEK US ENERGY, INC);DELEK US ENERGY, INC;"YB50 (G&A; D&A BELOW COS)";10020001;Refining
1004000001;Alon US GP;1710 (Delek US Holdings, Inc.);10040001 (Alon US GP);Alon US GP;"YB50 (G&A; D&A BELOW COS)";10040001;Corporate
1005000001;NATURAL GAS;1710 (Delek US Holdings, Inc.);10051001 (DK Trading & Supply);DK Trading & Supply;YB20 (OPEX IN COS);10051001;Refining
1005000002;DK CANADA;1710 (Delek US Holdings, Inc.);10052003 (DELEK CANADA ENERGY);DELEK CANADA ENERGY;"YB40 (G&A; D&A IN COS)";10052003;Corporate
1005000003;HEDGING;1710 (Delek US Holdings, Inc.);10051002 (Hedging);Hedging;"YB50 (G&A; D&A BELOW COS)";10051002;Refining
1005000004;CRUDE SUPPLY & TRADI;1710 (Delek US Holdings, Inc.);10051003 (Crude Wholesale-US);Crude Wholesale-US;"YB50 (G&A; D&A BELOW COS)";10051003;Refining
1005000005;MARRERO - BUCKEYE;1710 (Delek US Holdings, Inc.);10051016 (SLURRY OPS);SLURRY OPS;"YB50 (G&A; D&A BELOW COS)";10051016;Refining
1005000006;GALENA PARK MAGELLAN;1710 (Delek US Holdings, Inc.);10051016 (SLURRY OPS);SLURRY OPS;"YB50 (G&A; D&A BELOW COS)";10051016;Refining
1005000007;CENTRIFUGE - KSR;1710 (Delek US Holdings, Inc.);10051016 (SLURRY OPS);SLURRY OPS;"YB50 (G&A; D&A BELOW COS)";10051016;Refining
1005000008;TAMPA KINDER MORGAN;1710 (Delek US Holdings, Inc.);10051005 (WHOLESALE BUY/SELL);WHOLESALE BUY/SELL;"YB50 (G&A; D&A BELOW COS)";10051005;Refining
1005000009;ORLAN. KINDER MORGAN;1710 (Delek US Holdings, Inc.);10051005 (WHOLESALE BUY/SELL);WHOLESALE BUY/SELL;"YB50 (G&A; D&A BELOW COS)";10051005;Refining
1005000010;TAMPA - MURPHY;1710 (Delek US Holdings, Inc.);10051005 (WHOLESALE BUY/SELL);WHOLESALE BUY/SELL;"YB50 (G&A; D&A BELOW COS)";10051005;Refining
1005000011;CINCINNATI - BUCKEYE;1710 (Delek US Holdings, Inc.);10051005 (WHOLESALE BUY/SELL);WHOLESALE BUY/SELL;"YB50 (G&A; D&A BELOW COS)";10051005;Refining
1005000012;SAUGET - SCF;1710 (Delek US Holdings, Inc.);10051005 (WHOLESALE BUY/SELL);WHOLESALE BUY/SELL;"YB50 (G&A; D&A BELOW COS)";10051005;Refining
1005000013;TAMPA - COMMON DOCK;1710 (Delek US Holdings, Inc.);10051005 (WHOLESALE BUY/SELL);WHOLESALE BUY/SELL;"YB50 (G&A; D&A BELOW COS)";10051005;Refining
1005000014;FREEPORT - MURPHY;1710 (Delek US Holdings, Inc.);10051005 (WHOLESALE BUY/SELL);WHOLESALE BUY/SELL;"YB50 (G&A; D&A BELOW COS)";10051005;Refining
1005000015;SHARED SERVICE ALLOC;1710 (Delek US Holdings, Inc.);10052003 (DELEK CANADA ENERGY);DELEK CANADA ENERGY;"YB40 (G&A; D&A IN COS)";10052003;Corporate
1005000016;COMMOD. INVES. TRADE;1710 (Delek US Holdings, Inc.);10052003 (DELEK CANADA ENERGY);DELEK CANADA ENERGY;"YB40 (G&A; D&A IN COS)";10052003;Corporate
1005000017;CANADA TRADING FEES;1710 (Delek US Holdings, Inc.);10052003 (DELEK CANADA ENERGY);DELEK CANADA ENERGY;"YB40 (G&A; D&A IN COS)";10052003;Corporate
1005000018;ADMINISTRATION;1710 (Delek US Holdings, Inc.);10052003 (DELEK CANADA ENERGY);DELEK CANADA ENERGY;"YB40 (G&A; D&A IN COS)";10052003;Corporate
1005000019;ENBRIDGE MAINLINE;1710 (Delek US Holdings, Inc.);10052003 (DELEK CANADA ENERGY);DELEK CANADA ENERGY;YB20 (OPEX IN COS);10052003;Corporate
1005000020;DKTS - ADMIN;1710 (Delek US Holdings, Inc.);10051017 (DKTS - ADMIN);DKTS - ADMIN;"YB50 (G&A; D&A BELOW COS)";10051017;Refining
1005000021;REFINED PROD -WS GEN;1710 (Delek US Holdings, Inc.);10051005 (WHOLESALE BUY/SELL);WHOLESALE BUY/SELL;"YB50 (G&A; D&A BELOW COS)";10051005;Refining
1005000022;ETHANOL;1710 (Delek US Holdings, Inc.);10051009 (Ethanol);Ethanol;"YB50 (G&A; D&A BELOW COS)";10051009;Refining
1005000023;RINS - DKTS;1710 (Delek US Holdings, Inc.);10051011 (RINs);RINs;"YB50 (G&A; D&A BELOW COS)";10051011;Refining
1005000024;LION ASPHALT-DKTS;1710 (Delek US Holdings, Inc.);10051014 (LION ASPHALT);LION ASPHALT;"YB50 (G&A; D&A BELOW COS)";10051014;Refining
1005000025;BSR ASPHALT-DKTS;1710 (Delek US Holdings, Inc.);10051015 (ALON ASPHALT);ALON ASPHALT;"YB50 (G&A; D&A BELOW COS)";10051015;Refining
1005000026;CRUDE WHOLESALE-DEPR;1710 (Delek US Holdings, Inc.);10051003 (Crude Wholesale-US);Crude Wholesale-US;"YB40 (G&A; D&A IN COS)";10051003;Refining
1005000027;CRUDE WHOLESALE-OPEX;1710 (Delek US Holdings, Inc.);10051003 (Crude Wholesale-US);Crude Wholesale-US;YB20 (OPEX IN COS);10051003;Refining
1005000028;DKTS ADMIN - OPEX;1710 (Delek US Holdings, Inc.);10051017 (DKTS - ADMIN);DKTS - ADMIN;YB20 (OPEX IN COS);10051017;Refining
1005000029;SREs Small Ref Exemp;1710 (Delek US Holdings, Inc.);10051011 (RINs);RINs;YB20 (OPEX IN COS);10051011;Refining
1006000001;SHARED SERVICES;1710 (Delek US Holdings, Inc.);10060001 (ALON USA ENRGY, INC);ALON USA ENRGY, INC;"YB50 (G&A; D&A BELOW COS)";10060001;Corporate
1007000001;SHD SVC ALLOCATIONS;1710 (Delek US Holdings, Inc.);10070001 (Delek Permian Gather);Delek Permian Gather;"YB40 (G&A; D&A IN COS)";10070001;Corporate
1007000002;DKP PPL HOLD. SSA;1710 (Delek US Holdings, Inc.);10070001 (Delek Permian Gather);Delek Permian Gather;"YB40 (G&A; D&A IN COS)";10070001;Corporate
1007000003;DKP PPL FINANCE SSA;1710 (Delek US Holdings, Inc.);10070001 (Delek Permian Gather);Delek Permian Gather;"YB40 (G&A; D&A IN COS)";10070001;Corporate
1007000004;DELEK LOGISTICS PART;1710 (Delek US Holdings, Inc.);10070001 (Delek Permian Gather);Delek Permian Gather;"YB40 (G&A; D&A IN COS)";10070001;Corporate
1007000005;CAPITAL PROJECTS;1710 (Delek US Holdings, Inc.);10070001 (Delek Permian Gather);Delek Permian Gather;"YB40 (G&A; D&A IN COS)";10070001;Corporate
1007000006;PROJECT DEVELOPMENT;1710 (Delek US Holdings, Inc.);10070001 (Delek Permian Gather);Delek Permian Gather;"YB40 (G&A; D&A IN COS)";10070001;Corporate
1007000007;DPG S4 MIGRATE OPEX;1710 (Delek US Holdings, Inc.);10070001 (Delek Permian Gather);Delek Permian Gather;YB20 (OPEX IN COS);10070001;Corporate
1007000008;DPG S4 MIGRATE OVHD;1710 (Delek US Holdings, Inc.);10070001 (Delek Permian Gather);Delek Permian Gather;"YB40 (G&A; D&A IN COS)";10070001;Corporate
1008000001;SHD SVC ALLOCATIONS;1710 (Delek US Holdings, Inc.);10080001 (Alon West Coast);Alon West Coast;YB20 (OPEX IN COS);10080001;Corporate
1009000001;DK Innovation (US);1710 (Delek US Holdings, Inc.);10090001 (DKI-US);DKI-US;"YB40 (G&A; D&A IN COS)";10090001;Corporate
1009000002;VENTURE CAPITAL;1710 (Delek US Holdings, Inc.);10090001 (DKI-US);DKI-US;"YB40 (G&A; D&A IN COS)";10090001;Corporate
1009000003;DKI-US SOCIAL MEDIA;1710 (Delek US Holdings, Inc.);10090001 (DKI-US);DKI-US;"YB40 (G&A; D&A IN COS)";10090001;Corporate
1009000004;IS AND CYBER SECURIT;1710 (Delek US Holdings, Inc.);10090001 (DKI-US);DKI-US;"YB40 (G&A; D&A IN COS)";10090001;Corporate
1010000001;DK INNOVATION (IL);1710 (Delek US Holdings, Inc.);10100001 (DKI - Israel);DKI - Israel;"YB40 (G&A; D&A IN COS)";10100001;Corporate
1010000002;VENTURE CAPITAL;1710 (Delek US Holdings, Inc.);10100001 (DKI - Israel);DKI - Israel;"YB40 (G&A; D&A IN COS)";10100001;Corporate
1010000003;DKI-ISR SOCIAL MEDIA;1710 (Delek US Holdings, Inc.);10100001 (DKI - Israel);DKI - Israel;"YB40 (G&A; D&A IN COS)";10100001;Corporate
1010000004;CYBERSECURITY (IL);1710 (Delek US Holdings, Inc.);10100001 (DKI - Israel);DKI - Israel;"YB40 (G&A; D&A IN COS)";10100001;Corporate
1010000005;CONSORTIUM COST;1710 (Delek US Holdings, Inc.);10100001 (DKI - Israel);DKI - Israel;"YB40 (G&A; D&A IN COS)";10100001;Corporate
1011000001;SHARED SERVICES;1710 (Delek US Holdings, Inc.);10110001 (Paramount of Wash);Paramount of Wash;"YB40 (G&A; D&A IN COS)";10110001;Corporate
1011000002;TERMINAL OPERATIONS;1710 (Delek US Holdings, Inc.);10110001 (Paramount of Wash);Paramount of Wash;"YB40 (G&A; D&A IN COS)";10110001;Corporate
1012000001;SHD SVC ALLOCATIONS;1710 (Delek US Holdings, Inc.);10120001 (CWIC);CWIC;"YB50 (G&A; D&A BELOW COS)";10120001;Corporate
1012000002;TREASURY;1710 (Delek US Holdings, Inc.);10120001 (CWIC);CWIC;"YB50 (G&A; D&A BELOW COS)";10120001;Corporate
1012000003;LEGAL;1710 (Delek US Holdings, Inc.);10120001 (CWIC);CWIC;"YB50 (G&A; D&A BELOW COS)";10120001;Corporate
1012000004;RISK MANAGEMENT;1710 (Delek US Holdings, Inc.);10120001 (CWIC);CWIC;"YB50 (G&A; D&A BELOW COS)";10120001;Corporate
1012000005;ACCOUNTING;1710 (Delek US Holdings, Inc.);10120001 (CWIC);CWIC;"YB50 (G&A; D&A BELOW COS)";10120001;Corporate
1013000001;SHD SVC ALLOCATIONS;1710 (Delek US Holdings, Inc.);10130001 (Delek Helena);Delek Helena;YB20 (OPEX IN COS);10130001;Corporate
1014000001;SHARED SERVICES;1710 (Delek US Holdings, Inc.);10140001 (Alon Paramount Holdg);Alon Paramount Holdg;"YB50 (G&A; D&A BELOW COS)";10140001;Corporate
1015000001;SHD SVC ALLOCATIONS;1710 (Delek US Holdings, Inc.);10150001 (Paramount Petroleum);Paramount Petroleum;YB20 (OPEX IN COS);10150001;Corporate
1015000002;PARAMOUNT PETRO-OVHD;1710 (Delek US Holdings, Inc.);10150001 (Paramount Petroleum);Paramount Petroleum;"YB40 (G&A; D&A IN COS)";10150001;Corporate
1016000001;SHARED SERVICES;1710 (Delek US Holdings, Inc.);10160001 (Delek US Holdings);Delek US Holdings;"YB50 (G&A; D&A BELOW COS)";10160001;Corporate
1017000001;DK Logistics GP;1710 (Delek US Holdings, Inc.);10170001 (DK Logistics GP);DK Logistics GP;"YB50 (G&A; D&A BELOW COS)";10170001;Corporate
1018000001;DK Logistics Servc.;1710 (Delek US Holdings, Inc.);10180001 (DK Logistics Servc.);DK Logistics Servc.;"YB50 (G&A; D&A BELOW COS)";10180001;Corporate
1018000002;DKL Services-OPEX;1710 (Delek US Holdings, Inc.);10180001 (DK Logistics Servc.);DK Logistics Servc.;YB30 (OPEX BELOW COS);10180001;Corporate
1018000003;DK Logi serv- 3 Bear;1710 (Delek US Holdings, Inc.);10180001 (DK Logistics Servc.);DK Logistics Servc.;"YB50 (G&A; D&A BELOW COS)";10180001;Corporate
1018000004;DKL - H2O;1710 (Delek US Holdings, Inc.);10180001 (DK Logistics Servc.);DK Logistics Servc.;YB20 (OPEX IN COS);10180001;Corporate
1018000005;DKL - DWM Permian;1710 (Delek US Holdings, Inc.);10180001 (DK Logistics Servc.);DK Logistics Servc.;YB20 (OPEX IN COS);10180001;Corporate
1018000006;DKL - DEP Bakken;1710 (Delek US Holdings, Inc.);10180001 (DK Logistics Servc.);DK Logistics Servc.;YB20 (OPEX IN COS);10180001;Corporate
1019000001;Delek Permian Pipeli;1710 (Delek US Holdings, Inc.);10190001 (Delek Permian hold.);Delek Permian hold.;"YB40 (G&A; D&A IN COS)";10190001;Corporate
1020000001;Delek Permian Pipeli;1710 (Delek US Holdings, Inc.);10200001 (Delek Permian Financ);Delek Permian Financ;"YB40 (G&A; D&A IN COS)";10200001;Corporate
1021000001;W2W Holdings, LLC;1710 (Delek US Holdings, Inc.);10210001 (W2W Holdings, LLC);W2W Holdings, LLC;"YB40 (G&A; D&A IN COS)";10210001;Corporate
1022000001;W2W Finance, LLC;1710 (Delek US Holdings, Inc.);10220001 (W2W Finance, LLC);W2W Finance, LLC;"YB40 (G&A; D&A IN COS)";10220001;Corporate
1023000001;Delek W2W, LLC;1710 (Delek US Holdings, Inc.);10230001 (Delek W2W, LLC);Delek W2W, LLC;"YB40 (G&A; D&A IN COS)";10230001;Corporate
1024000001;Wink to Webster Pipe;1710 (Delek US Holdings, Inc.);10240001 (Wink to Webster Pipe);Wink to Webster Pipe;"YB40 (G&A; D&A IN COS)";10240001;Corporate
1025000001;Delek Acquisitions,;1710 (Delek US Holdings, Inc.);10250001 (Delek Acquisitions);Delek Acquisitions;"YB40 (G&A; D&A IN COS)";10250001;Corporate
1026000001;WAPC Holdings, LLC;1710 (Delek US Holdings, Inc.);10260001 (WAPC Holdings, LLC);WAPC Holdings, LLC;"YB40 (G&A; D&A IN COS)";10260001;Corporate
1027000001;Alon USA Partners GP;1710 (Delek US Holdings, Inc.);10270001 (Alon USA Partners GP);Alon USA Partners GP;"YB50 (G&A; D&A BELOW COS)";10270001;Corporate
1028000001;Alon USA GP II, LLC;1710 (Delek US Holdings, Inc.);10280001 (Alon USA GP II, LLC);Alon USA GP II, LLC;"YB40 (G&A; D&A IN COS)";10280001;Corporate
1029000001;WRIGHT ASPHALT PRODU;1710 (Delek US Holdings, Inc.);10290001 (Wright Asphalt Prdt);Wright Asphalt Prdt;"YB40 (G&A; D&A IN COS)";10290001;Corporate
1030000001;Delek Dissolved-Corp;1710 (Delek US Holdings, Inc.);10300001 (Delek Dissolved);Delek Dissolved;YB20 (OPEX IN COS);10300001;Corporate
1030000002;DK Dslvd-Corp-OPEX B;1710 (Delek US Holdings, Inc.);10300001 (Delek Dissolved);Delek Dissolved;YB30 (OPEX BELOW COS);10300001;Corporate
1030000003;DK Dslvd-Corp-OVHD;1710 (Delek US Holdings, Inc.);10300001 (Delek Dissolved);Delek Dissolved;"YB50 (G&A; D&A BELOW COS)";10300001;Corporate
1031000001;Delek Marine, LLC;1710 (Delek US Holdings, Inc.);10310001 (Delek Marine, LLC);Delek Marine, LLC;YB20 (OPEX IN COS);10310001;Corporate
2000000002;ALON USA DEL.;1710 (Delek US Holdings, Inc.);20000001 (Alon USA Del.);Alon USA Del.;"YB40 (G&A; D&A IN COS)";20000001;Refining
2000000003;ALON USA PART.;1710 (Delek US Holdings, Inc.);20000002 (Alon USA Part.);Alon USA Part.;"YB40 (G&A; D&A IN COS)";20000002;Refining
2000000004;ALON USA REF.;1710 (Delek US Holdings, Inc.);20000003 (Alon USA Ref.);Alon USA Ref.;"YB40 (G&A; D&A IN COS)";20000003;Refining
2000000005;ALON RENEWABLES FUEL;1710 (Delek US Holdings, Inc.);20000007 (Alon Renewable Fuel);Alon Renewable Fuel;"YB40 (G&A; D&A IN COS)";20000007;Refining
